# Total Phase Data Center(tm) v6.52
# (c) 2005-2012 Total Phase, Inc.
# www.totalphase.com
#
# Thu May 09 09:42:05 2013
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,,4196,1:43.604.293,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4197,1:43.604.296,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 10,,KABC"Q.665455...........!........................…
1,,4198,1:43.604.342,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4199,1:43.605.289,50.009.916 ms,,,,,[51 SOF],,[Frames: 845 - 895] ,
0,,4200,1:43.655.300,50.833 us,64 B,,05,01,OUT txn,00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 EF A7 66 54 55 80 01 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...<Q.665455...........!........G.....fTU........…
1,,4201,1:43.655.300,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,4202,1:43.655.303,45.583 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 EF A7 66 54 55 80 01 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 80 F3,,....<Q.665455...........!........G.....fTU.......…
1,,4203,1:43.655.349,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,4204,1:43.656.296,2.833 us,,,,,[1 SOF],,[Frame: 896] ,
0,,4205,1:43.656.300,50.770 us,64 B,,05,01,OUT txn,00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...,...........................................l.…
1,,4206,1:43.656.300,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,4207,1:43.656.303,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 16,,K...,...........................................l…
1,,4208,1:43.656.349,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4209,1:43.657.297,746.106.875 ms,,,,,[747 SOF],,[Frames: 897 - 1643] ,
0,,4210,1:43.605.293,798.162.083 ms,64 B,,05,01,IN txn   [798 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 3E 5B A7 0D 91 15 10 0D 38 50 0D 2D 6A 09 2B 00 00 14 00 2B 7D 5C 05 58 2B 04 01 12,,ABC<Q.665455...........!............>[......8P.-j…
1,,4211,1:43.605.293,797.115.958 ms,,,05,01,   [798 IN-NAK],,,
1,,4212,1:44.403.404,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4213,1:44.403.407,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 3E 5B A7 0D 91 15 10 0D 38 50 0D 2D 6A 09 2B 00 00 14 00 2B 7D 5C 05 58 2B 04 01 12 CA 97,,.ABC<Q.665455...........!............>[......8P.-…
1,,4214,1:44.403.453,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4215,1:44.404.401,2.916 us,,,,,[1 SOF],,[Frame: 1644] ,
0,,4216,1:44.404.404,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 12 00 0D 91 95 10 0D 01 19 19 02 17 92 B5 10 0D 0A EE 2E 95 36 10 0D 0A EE 29 96 36 10 0D 5B EE 10 97 16 10 0D 39 50 0D 2D 6A 19 2B 00 00 31 00 2B 7D 5C 1A 08 09 04 10 13 04 10 1D,,ABC<....................6....).6..[......9P.-j.+.…
1,,4217,1:44.404.404,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4218,1:44.404.407,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 12 00 0D 91 95 10 0D 01 19 19 02 17 92 B5 10 0D 0A EE 2E 95 36 10 0D 0A EE 29 96 36 10 0D 5B EE 10 97 16 10 0D 39 50 0D 2D 6A 19 2B 00 00 31 00 2B 7D 5C 1A 08 09 04 10 13 04 10 1D 4E C6,,KABC<....................6....).6..[......9P.-j.+…
1,,4219,1:44.404.453,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4220,1:44.405.401,23.006.020 ms,,,,,[24 SOF],,[Frames: 1645 - 1668] ,
0,,4221,1:44.405.404,23.053.937 ms,64 B,,05,01,IN txn   [23 POLL],41 42 43 3C 04 12 27 04 10 31 04 10 3B 04 52 45 04 58 6D 04 1E 00 21 97 16 10 0D 01 2B 05 00 10 97 56 10 0D 1F 00 25 97 16 10 0D 0A EE 36 97 36 10 0D 0A EF 34 98 36 10 0D 0A E9 12 9C 36 10 0D,,ABC<..'..1..;.RE.Xm...!.....+....V....%......6.6.…
1,,4222,1:44.405.404,22.007.729 ms,,,05,01,   [23 IN-NAK],,,
1,,4223,1:44.428.408,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4224,1:44.428.411,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 04 12 27 04 10 31 04 10 3B 04 52 45 04 58 6D 04 1E 00 21 97 16 10 0D 01 2B 05 00 10 97 56 10 0D 1F 00 25 97 16 10 0D 0A EE 36 97 36 10 0D 0A EF 34 98 36 10 0D 0A E9 12 9C 36 10 0D C8 14,,.ABC<..'..1..;.RE.Xm...!.....+....V....%......6.6…
1,,4225,1:44.428.457,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4226,1:44.429.404,19.005.479 ms,,,,,[20 SOF],,[Frames: 1669 - 1688] ,
0,,4227,1:44.429.408,19.053.395 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C 0A 09 16 AE 37 10 8D 5B 09 30 AE 17 10 0D 14 51 0D 2D 6A 1F 0F 00 00 17 00 17 7D 5C 1A 1A 5C 04 10 66 04 10 70 04 12 7A 04 10 84 04 10 8E 04 52 98 04 58 C0 04 01 17 17 00 30 AE 57,,ABC<....7..[.0.....Q.-j.......}\..\..f..p..z.....…
1,,4228,1:44.429.408,18.007.145 ms,,,05,01,   [19 IN-NAK],,,
1,,4229,1:44.448.410,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4230,1:44.448.413,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 0A 09 16 AE 37 10 8D 5B 09 30 AE 17 10 0D 14 51 0D 2D 6A 1F 0F 00 00 17 00 17 7D 5C 1A 1A 5C 04 10 66 04 10 70 04 12 7A 04 10 84 04 10 8E 04 52 98 04 58 C0 04 01 17 17 00 30 AE 57 B1 CF,,KABC<....7..[.0.....Q.-j.......}\..\..f..p..z....…
1,,4231,1:44.448.460,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4232,1:44.449.407,19.005.520 ms,,,,,[20 SOF],,[Frames: 1689 - 1708] ,
0,,4233,1:44.449.410,19.053.520 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 10 0D 07 00 00 04 F6 30 0D 6D 30 0D 05 10 DF A7 09 09 00 00 04 F6 03 84 47 01 72 1D 00 85 01 72 1D 00 FA 44 00 78 20 00 00 00 04 02 01 01 00 0C 00 00 00 00 00 00 00 00 00 00 00 00,,ABC1.......0.m0.............G.r....r...D.x ......…
1,,4234,1:44.449.410,18.007.187 ms,,,05,01,   [19 IN-NAK],,,
1,,4235,1:44.468.413,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4236,1:44.468.416,45.520 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 31 10 0D 07 00 00 04 F6 30 0D 6D 30 0D 05 10 DF A7 09 09 00 00 04 F6 03 84 47 01 72 1D 00 85 01 72 1D 00 FA 44 00 78 20 00 00 00 04 02 01 01 00 0C 00 00 00 00 00 00 00 00 00 00 00 00 BC CC,,.ABC1.......0.m0.............G.r....r...D.x .....…
1,,4237,1:44.468.462,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4238,1:44.469.410,484.070.375 ms,,,,,[485 SOF],,[Frames: 1709 - 145] ,
0,,4239,1:44.469.413,484.118.458 ms,64 B,,05,01,IN txn   [484 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 62 E8 00 00 00 0A CE 2F A2 20 11 0D 33 00 1D AF 01 11 0D 00 16 01 1D AF 01 11 0D 0A,,ABC<Q.665455...........!............b....../. ..3…
1,,4240,1:44.469.413,483.072.041 ms,,,05,01,   [484 IN-NAK],,,
1,,4241,1:44.953.481,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4242,1:44.953.484,45.604 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 62 E8 00 00 00 0A CE 2F A2 20 11 0D 33 00 1D AF 01 11 0D 00 16 01 1D AF 01 11 0D 0A 14 7E,,KABC<Q.665455...........!............b....../. ..…
1,,4243,1:44.953.530,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4244,1:44.954.478,2.812 us,,,,,[1 SOF],,[Frame: 146] ,
0,,4245,1:44.954.481,50.833 us,64 B,,05,01,IN txn,41 42 43 3C 44 14 B2 21 11 0D 1E 00 11 A5 09 11 0D 1F 00 29 84 0A 11 0D 0A 5C 0A B2 2B 11 0D 5B 5C 18 B2 0B 11 0D 0E 50 0D 2D 6A FD 0A F0 00 00 00 07 7D 01 07 07 00 18 B2 4B 11 0D 1E 00 38 9D,,ABC<D..!...........).....\..+..[\......P.-j......…
1,,4246,1:44.954.481,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4247,1:44.954.484,45.520 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 44 14 B2 21 11 0D 1E 00 11 A5 09 11 0D 1F 00 29 84 0A 11 0D 0A 5C 0A B2 2B 11 0D 5B 5C 18 B2 0B 11 0D 0E 50 0D 2D 6A FD 0A F0 00 00 00 07 7D 01 07 07 00 18 B2 4B 11 0D 1E 00 38 9D 72 60,,.ABC<D..!...........).....\..+..[\......P.-j.....…
1,,4248,1:44.954.530,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4249,1:44.955.478,13.004.666 ms,,,,,[14 SOF],,[Frames: 147 - 160] ,
0,,4250,1:44.955.481,13.052.583 ms,64 B,,05,01,IN txn   [13 POLL],41 42 43 3C 11 11 0D 1F 00 04 80 12 11 0D 0A 4B 25 90 32 11 0D 5B 4B 30 90 12 11 0D 25 50 0D 2D 6A F9 1C F0 00 00 00 15 7D 5C 05 1C 88 14 34 C8 30 91 12 11 0D 01 15 15 00 30 90 52 11 0D 0A 57,,ABC<...........K%.2..[K0....%P.-j.......}\....4.0…
1,,4251,1:44.955.481,12.006.395 ms,,,05,01,   [13 IN-NAK],,,
1,,4252,1:44.968.483,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4253,1:44.968.486,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 11 11 0D 1F 00 04 80 12 11 0D 0A 4B 25 90 32 11 0D 5B 4B 30 90 12 11 0D 25 50 0D 2D 6A F9 1C F0 00 00 00 15 7D 5C 05 1C 88 14 34 C8 30 91 12 11 0D 01 15 15 00 30 90 52 11 0D 0A 57 12 E8,,KABC<...........K%.2..[K0....%P.-j.......}\....4.…
1,,4254,1:44.968.532,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4255,1:44.969.480,19.005.500 ms,,,,,[20 SOF],,[Frames: 161 - 180] ,
0,,4256,1:44.969.483,19.053.500 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C 2A A9 32 11 0D 5B 57 33 A9 12 11 0D 1B 50 0D 2D 6A FC 14 F0 00 15 00 10 7D 5C 08 54 1B 04 1C A1 14 01 10 10 00 33 A9 52 11 0D 0A DE 1A 82 35 11 0D 5B DE 28 82 15 11 0D 00 50 0D 2D,,ABC<*.2..[W3.....P.-j.......}\.T.........3.R.....…
1,,4257,1:44.969.483,18.007.166 ms,,,05,01,   [19 IN-NAK],,,
1,,4258,1:44.988.486,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4259,1:44.988.489,45.500 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 2A A9 32 11 0D 5B 57 33 A9 12 11 0D 1B 50 0D 2D 6A FC 14 F0 00 15 00 10 7D 5C 08 54 1B 04 1C A1 14 01 10 10 00 33 A9 52 11 0D 0A DE 1A 82 35 11 0D 5B DE 28 82 15 11 0D 00 50 0D 2D F7 4C,,.ABC<*.2..[W3.....P.-j.......}\.T.........3.R....…
1,,4260,1:44.988.535,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4261,1:44.989.482,19.005.479 ms,,,,,[20 SOF],,[Frames: 181 - 200] ,
0,,4262,1:44.989.486,19.053.395 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 6A 15 00 00 00 0A 00 0B 7D 5C 08 40 94 04 54 A8 04 01 0C 0C 00 28 82 55 11 0D 5B 00 39 8A 15 11 0D 0C 50 0D 2D 6A 00 09 00 00 00 00 09 7D 5C 0B 30 00 00 00 00 00 00 00 00 00 00 00,,ABC1j.......}\.@..T......(.U..[.9.....P.-j.......…
1,,4263,1:44.989.486,18.007.187 ms,,,05,01,   [19 IN-NAK],,,
1,,4264,1:45.008.488,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4265,1:45.008.492,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 31 6A 15 00 00 00 0A 00 0B 7D 5C 08 40 94 04 54 A8 04 01 0C 0C 00 28 82 55 11 0D 5B 00 39 8A 15 11 0D 0C 50 0D 2D 6A 00 09 00 00 00 00 09 7D 5C 0B 30 00 00 00 00 00 00 00 00 00 00 00 97 56,,KABC1j.......}\.@..T......(.U..[.9.....P.-j......…
1,,4266,1:45.008.538,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4267,1:45.009.485,493.071.583 ms,,,,,[494 SOF],,[Frames: 201 - 694] ,
0,,4268,1:45.009.489,493.119.500 ms,64 B,,05,01,IN txn   [493 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 F6 10 04 40 9C 04 54 B0 04 01 09 09 00 39 8A 55 11 0D 07 00 00 04 50 31 0D 6D 31 0D,,ABC<Q.665455...........!...............@..T......…
1,,4269,1:45.009.489,492.073.291 ms,,,05,01,   [493 IN-NAK],,,
1,,4270,1:45.502.557,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4271,1:45.502.561,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 F6 10 04 40 9C 04 54 B0 04 01 09 09 00 39 8A 55 11 0D 07 00 00 04 50 31 0D 6D 31 0D 59 5D,,.ABC<Q.665455...........!...............@..T.....…
1,,4272,1:45.502.607,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,4273,1:45.503.554,2.833 us,,,,,[1 SOF],,[Frame: 695] ,
0,,4274,1:45.503.558,50.916 us,64 B,,05,01,IN txn,41 42 43 3C 05 00 7D 44 DE 06 00 00 04 50 03 4C 4C 01 04 18 00 5A 01 04 18 00 D4 52 00 30 12 00 00 00 05 04 01 00 00 0C 00 E8 00 00 00 34 64 1E 96 00 12 0D 0A 7E 1B 9C 20 12 0D 0A 7E 2A 9C 20,,ABC<..}D.....P.LL....Z.....R.0...............4d..…
1,,4275,1:45.503.558,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4276,1:45.503.561,45.604 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 05 00 7D 44 DE 06 00 00 04 50 03 4C 4C 01 04 18 00 5A 01 04 18 00 D4 52 00 30 12 00 00 00 05 04 01 00 00 0C 00 E8 00 00 00 34 64 1E 96 00 12 0D 0A 7E 1B 9C 20 12 0D 0A 7E 2A 9C 20 86 8C,,KABC<..}D.....P.LL....Z.....R.0...............4d.…
1,,4277,1:45.503.607,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4278,1:45.504.554,13.004.666 ms,,,,,[14 SOF],,[Frames: 696 - 709] ,
0,,4279,1:45.504.558,13.052.583 ms,64 B,,05,01,IN txn   [13 POLL],41 42 43 3C 12 0D 21 00 2D 90 13 12 0D 03 00 00 00 2E 0F 93 33 12 0D 03 00 05 00 05 2F 93 13 12 0D 0A 51 37 95 34 12 0D 5B 51 1E 96 14 12 0D 2F 50 0D 2D 6A FA 24 F0 00 00 00 1E 7D 01 1E 1E 00,,ABC<..!.-...........3......./.....Q7.4..[Q...../P…
1,,4280,1:45.504.558,12.006.333 ms,,,05,01,   [13 IN-NAK],,,
1,,4281,1:45.517.559,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4282,1:45.517.563,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 12 0D 21 00 2D 90 13 12 0D 03 00 00 00 2E 0F 93 33 12 0D 03 00 05 00 05 2F 93 13 12 0D 0A 51 37 95 34 12 0D 5B 51 1E 96 14 12 0D 2F 50 0D 2D 6A FA 24 F0 00 00 00 1E 7D 01 1E 1E 00 5F E8,,.ABC<..!.-...........3......./.....Q7.4..[Q...../…
1,,4283,1:45.517.609,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4284,1:45.518.556,19.005.520 ms,,,,,[20 SOF],,[Frames: 710 - 729] ,
0,,4285,1:45.518.560,19.053.520 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C 1E 96 54 12 0D 5B 00 3B 9F 14 12 0D 06 50 0D 2D 6A 00 04 00 00 00 00 04 7D 5C 08 1E 07 04 5A 11 04 01 04 04 00 3B 9F 54 12 0D 0A A0 1F A5 36 12 0D 5B A0 06 A6 16 12 0D 12 50 0D 2D,,ABC<..T..[.;.....P.-j.......}\....Z......;.T.....…
1,,4286,1:45.518.560,18.007.187 ms,,,05,01,   [19 IN-NAK],,,
1,,4287,1:45.537.562,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4288,1:45.537.565,45.520 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 1E 96 54 12 0D 5B 00 3B 9F 14 12 0D 06 50 0D 2D 6A 00 04 00 00 00 00 04 7D 5C 08 1E 07 04 5A 11 04 01 04 04 00 3B 9F 54 12 0D 0A A0 1F A5 36 12 0D 5B A0 06 A6 16 12 0D 12 50 0D 2D 12 43,,KABC<..T..[.;.....P.-j.......}\....Z......;.T....…
1,,4289,1:45.537.612,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4290,1:45.538.559,19.005.479 ms,,,,,[20 SOF],,[Frames: 730 - 749] ,
0,,4291,1:45.538.562,19.053.500 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 6A 07 0D 00 00 0C 00 0D 7D 5C 08 2E 86 04 5A 90 04 01 0D 0D 00 06 A6 56 12 0D 0A C0 09 B7 37 12 0D 5B C0 21 B7 17 12 0D 18 50 0D 2D 6A 0E 12 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC1j.......}\....Z........V......7..[.!.....P.-j…
1,,4292,1:45.538.562,18.007.187 ms,,,05,01,   [19 IN-NAK],,,
1,,4293,1:45.557.565,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4294,1:45.557.568,45.520 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 31 6A 07 0D 00 00 0C 00 0D 7D 5C 08 2E 86 04 5A 90 04 01 0D 0D 00 06 A6 56 12 0D 0A C0 09 B7 37 12 0D 5B C0 21 B7 17 12 0D 18 50 0D 2D 6A 0E 12 00 00 00 00 00 00 00 00 00 00 00 00 00 DC FC,,.ABC1j.......}\....Z........V......7..[.!.....P.-…
1,,4295,1:45.557.614,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4296,1:45.558.562,493.071.625 ms,,,,,[494 SOF],,[Frames: 750 - 1243] ,
0,,4297,1:45.558.565,493.119.541 ms,64 B,,05,01,IN txn   [493 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 1E 0C 00 14 7D 5C 0B 34 51 04 2E D3 04 5A DD 04 01 14 14 00 21 B7 57 12 0D 07 00 00,,ABC<Q.665455...........!................}\.4Q....…
1,,4298,1:45.558.565,492.073.333 ms,,,05,01,   [493 IN-NAK],,,
1,,4299,1:46.051.634,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4300,1:46.051.637,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 1E 0C 00 14 7D 5C 0B 34 51 04 2E D3 04 5A DD 04 01 14 14 00 21 B7 57 12 0D 07 00 00 21 4C,,KABC<Q.665455...........!................}\.4Q...…
1,,4301,1:46.051.683,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4302,1:46.052.631,2.833 us,,,,,[1 SOF],,[Frame: 1244] ,
0,,4303,1:46.052.634,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 04 8E 32 0D 6D 32 0D 05 00 89 51 C0 05 00 00 04 8E 03 82 4D 01 0C 17 00 5F 01 0C 17 01 04 61 00 08 03 00 00 00 04 03 00 01 00 0C 00 E8 00 00 00 5B 00 3A 8A 00 13 0D 0A 50 0D 2D 6A,,ABC<..2.m2....Q........M...._.....a..............…
1,,4304,1:46.052.634,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4305,1:46.052.637,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 04 8E 32 0D 6D 32 0D 05 00 89 51 C0 05 00 00 04 8E 03 82 4D 01 0C 17 00 5F 01 0C 17 01 04 61 00 08 03 00 00 00 04 03 00 01 00 0C 00 E8 00 00 00 5B 00 3A 8A 00 13 0D 0A 50 0D 2D 6A 01 1E,,.ABC<..2.m2....Q........M...._.....a.............…
1,,4306,1:46.052.683,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4307,1:46.053.631,13.004.666 ms,,,,,[14 SOF],,[Frames: 1245 - 1258] ,
0,,4308,1:46.053.634,13.052.583 ms,64 B,,05,01,IN txn   [13 POLL],41 42 43 3C 00 07 00 00 00 00 07 7D 5C 0E 50 10 04 34 60 04 2E E2 04 5A EC 04 01 07 07 00 3A 8A 40 13 0D 0A 95 28 AE 20 13 0D 0A 61 09 B5 21 13 0D 0A 46 11 9F 22 13 0D 0A A7 32 B3 23 13 0D 5B,,ABC<.......}\.P..4`....Z......:.@....(. ...a..!..…
1,,4309,1:46.053.634,12.006.333 ms,,,05,01,   [13 IN-NAK],,,
1,,4310,1:46.066.636,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4311,1:46.066.639,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 00 07 00 00 00 00 07 7D 5C 0E 50 10 04 34 60 04 2E E2 04 5A EC 04 01 07 07 00 3A 8A 40 13 0D 0A 95 28 AE 20 13 0D 0A 61 09 B5 21 13 0D 0A 46 11 9F 22 13 0D 0A A7 32 B3 23 13 0D 5B 23 49,,KABC<.......}\.P..4`....Z......:.@....(. ...a..!.…
1,,4312,1:46.066.685,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4313,1:46.067.633,19.005.583 ms,,,,,[20 SOF],,[Frames: 1259 - 1278] ,
0,,4314,1:46.067.636,19.053.604 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 3C A7 3B B3 03 13 0D 00 50 0D 2D 6A 09 00 00 00 02 00 07 7D 5C 11 1C E3 04 50 ED 04 34 3D 14 2E BF 14 5A C9 14 01 04 04 00 3B B3 43 13 0D 1E 00 35 A5 0E 13 0D 1F 00 0E B8 0E 13 0D 0A,,ABC<.;.....P.-j.......}\....P..4=....Z......;.C..…
1,,4315,1:46.067.636,18.007.250 ms,,,05,01,   [19 IN-NAK],,,
1,,4316,1:46.086.639,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4317,1:46.086.642,45.500 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C A7 3B B3 03 13 0D 00 50 0D 2D 6A 09 00 00 00 02 00 07 7D 5C 11 1C E3 04 50 ED 04 34 3D 14 2E BF 14 5A C9 14 01 04 04 00 3B B3 43 13 0D 1E 00 35 A5 0E 13 0D 1F 00 0E B8 0E 13 0D 0A 58 A4,,.ABC<.;.....P.-j.......}\....P..4=....Z......;.C.…
1,,4318,1:46.086.688,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4319,1:46.087.636,19.005.479 ms,,,,,[20 SOF],,[Frames: 1279 - 1298] ,
0,,4320,1:46.087.639,19.053.312 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 DB 02 94 2F 13 0D 5B DB 07 94 0F 13 0D 00 50 0D 2D 6A 14 00 00 00 00 00 14 7D 01 14 14 00 07 94 4F 13 0D 0A C0 0D 8F 30 13 0D 00 00 00 00 00 A6 CA 00 00 00 00 00 00 00 00 00 00 00,,ABC1.../..[.......P.-j.......}......O......0.....…
1,,4321,1:46.087.639,18.007.104 ms,,,05,01,   [19 IN-NAK],,,
1,,4322,1:46.106.642,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,4323,1:46.106.645,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 31 DB 02 94 2F 13 0D 5B DB 07 94 0F 13 0D 00 50 0D 2D 6A 14 00 00 00 00 00 14 7D 01 14 14 00 07 94 4F 13 0D 0A C0 0D 8F 30 13 0D 00 00 00 00 00 A6 CA 00 00 00 00 00 00 00 00 00 00 00 29 F6,,KABC1.../..[.......P.-j.......}......O......0....…
1,,4324,1:46.106.691,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,4325,1:46.107.638,9.004.062 ms,,,,,[10 SOF],,[Frames: 1299 - 1308] ,
0,,4326,1:46.116.643,50.833 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,4327,1:46.116.643,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
