# Total Phase Data Center(tm) v6.52
# (c) 2005-2012 Total Phase, Inc.
# www.totalphase.com
#
# Thu May 09 09:42:05 2013
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
0,,692,0:36.557.936,60.011.229 ms,,,,,[61 SOF],,[Frames: 1391 - 1451] ,
0,,693,0:36.617.947,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 8E A7 66 54 55 87 00 81 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,694,0:36.617.947,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,695,0:36.617.951,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 8E A7 66 54 55 87 00 81 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 80,,....(Q.665455...........!..............fTU.......…
1,,696,0:36.617.997,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,697,0:36.618.944,209.031.979 ms,,,,,[210 SOF],,[Frames: 1452 - 1661] ,
0,,698,0:36.557.939,270.088.416 ms,64 B,,05,01,IN txn   [270 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 0A 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,699,0:36.557.939,269.042.208 ms,,,05,01,   [270 IN-NAK],,,
1,,700,0:36.827.977,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,701,0:36.827.980,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 0A 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 21 7B,,KABC<Q.665455...........!........@...............…
1,,702,0:36.828.026,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,703,0:36.828.973,2.916 us,,,,,[1 SOF],,[Frame: 1662] ,
0,,704,0:36.828.977,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,705,0:36.828.977,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,706,0:36.828.980,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,707,0:36.829.026,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,708,0:36.829.974,62.011.458 ms,,,,,[63 SOF],,[Frames: 1663 - 1725] ,
0,,709,0:36.891.986,50.812 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 8F A7 66 54 55 8A 00 7F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,710,0:36.891.986,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,711,0:36.891.989,45.583 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 8F A7 66 54 55 8A 00 7F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 92 18,,K...(Q.665455...........!..............fTU.......…
1,,712,0:36.892.035,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,713,0:36.892.982,210.032.208 ms,,,,,[211 SOF],,[Frames: 1726 - 1936] ,
0,,714,0:36.829.977,273.088.833 ms,64 B,,05,01,IN txn   [273 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 17 01 00 0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,715,0:36.829.977,272.042.520 ms,,,05,01,   [273 IN-NAK],,,
1,,716,0:37.103.015,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,717,0:37.103.018,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 17 01 00 0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BA 2D,,KABC<Q.665455...........!........@...............…
1,,718,0:37.103.065,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,719,0:37.104.012,2.833 us,,,,,[1 SOF],,[Frame: 1937] ,
0,,720,0:37.104.015,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,721,0:37.104.015,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,722,0:37.104.018,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,723,0:37.104.065,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,724,0:37.105.012,60.011.166 ms,,,,,[61 SOF],,[Frames: 1938 - 1998] ,
0,,725,0:37.165.024,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 61 A7 66 54 55 88 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............a.fTU..S.....…
1,,726,0:37.165.024,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,727,0:37.165.027,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 61 A7 66 54 55 88 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 CE,,....(Q.665455...........!............a.fTU..S....…
1,,728,0:37.165.073,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,729,0:37.166.021,210.032.104 ms,,,,,[211 SOF],,[Frames: 1999 - 161] ,
0,,730,0:37.105.015,271.088.520 ms,64 B,,05,01,IN txn   [271 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 0A 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,731,0:37.105.015,270.042.312 ms,,,05,01,   [271 IN-NAK],,,
1,,732,0:37.376.053,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,733,0:37.376.056,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 0A 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 21 7B,,KABC<Q.665455...........!........@...............…
1,,734,0:37.376.102,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,735,0:37.377.050,2.833 us,,,,,[1 SOF],,[Frame: 162] ,
0,,736,0:37.377.053,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,737,0:37.377.053,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,738,0:37.377.057,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,739,0:37.377.103,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,740,0:37.378.050,61.011.333 ms,,,,,[62 SOF],,[Frames: 163 - 224] ,
0,,741,0:37.439.062,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 71 A7 66 54 55 95 00 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............q.fTU..V.....…
1,,742,0:37.439.062,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,743,0:37.439.065,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 71 A7 66 54 55 95 00 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 48 DE,,K...(Q.665455...........!............q.fTU..V....…
1,,744,0:37.439.111,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,745,0:37.440.059,208.031.875 ms,,,,,[209 SOF],,[Frames: 225 - 433] ,
0,,746,0:37.378.054,270.088.416 ms,64 B,,05,01,IN txn   [270 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 8F 36 32 33 37 39 33 36 37 33 34 35 31 2D 2D 2D 2D 2D 2D 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@....623793673451…
1,,747,0:37.378.054,269.042.145 ms,,,05,01,   [270 IN-NAK],,,
1,,748,0:37.648.091,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,749,0:37.648.094,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 8F 36 32 33 37 39 33 36 37 33 34 35 31 2D 2D 2D 2D 2D 2D 00 00 00 00 00 00 00 00 00 6E 8B,,KABC<Q.665455...........!........@....62379367345…
1,,750,0:37.648.140,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,751,0:37.649.088,2.812 us,,,,,[1 SOF],,[Frame: 434] ,
0,,752,0:37.649.091,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,753,0:37.649.091,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,754,0:37.649.094,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,755,0:37.649.141,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,756,0:37.650.088,61.011.354 ms,,,,,[62 SOF],,[Frames: 435 - 496] ,
0,,757,0:37.711.100,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 7A A7 66 54 55 8B 00 69 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............z.fTU..i.....…
1,,758,0:37.711.100,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,759,0:37.711.103,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 7A A7 66 54 55 8B 00 69 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 92 72,,....(Q.665455...........!............z.fTU..i....…
1,,760,0:37.711.149,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,761,0:37.712.097,209.032.020 ms,,,,,[210 SOF],,[Frames: 497 - 706] ,
0,,762,0:37.650.091,271.088.583 ms,64 B,,05,01,IN txn   [271 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 37 01 00 2D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@...7..-.........…
1,,763,0:37.650.091,270.042.312 ms,,,05,01,   [271 IN-NAK],,,
1,,764,0:37.921.129,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,765,0:37.921.132,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 37 01 00 2D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 07,,KABC<Q.665455...........!........@...7..-........…
1,,766,0:37.921.179,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,767,0:37.922.126,2.833 us,,,,,[1 SOF],,[Frame: 707] ,
0,,768,0:37.922.129,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,769,0:37.922.129,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,770,0:37.922.133,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,771,0:37.922.179,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,772,0:37.923.126,60.011.166 ms,,,,,[61 SOF],,[Frames: 708 - 768] ,
0,,773,0:37.983.138,50.750 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 46 A7 66 54 55 8F 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............F.fTU..1.....…
1,,774,0:37.983.138,2.812 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,775,0:37.983.141,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 46 A7 66 54 55 8F 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 19 9C,,K...(Q.665455...........!............F.fTU..1....…
1,,776,0:37.983.187,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,777,0:37.984.135,208.031.875 ms,,,,,[209 SOF],,[Frames: 769 - 977] ,
0,,778,0:37.923.130,269.088.291 ms,64 B,,05,01,IN txn   [269 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 1D 00 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,779,0:37.923.130,268.042.020 ms,,,05,01,   [269 IN-NAK],,,
1,,780,0:38.192.167,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,781,0:38.192.170,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 1D 00 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8C F9,,KABC<Q.665455...........!........@...............…
1,,782,0:38.192.216,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,783,0:38.193.164,2.833 us,,,,,[1 SOF],,[Frame: 978] ,
0,,784,0:38.193.167,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,785,0:38.193.167,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,786,0:38.193.170,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,787,0:38.193.216,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,788,0:38.194.164,61.011.333 ms,,,,,[62 SOF],,[Frames: 979 - 1040] ,
0,,789,0:38.255.176,50.812 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 76 A7 66 54 55 C1 00 2F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............v.fTU../.....…
1,,790,0:38.255.176,2.812 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,791,0:38.255.179,45.583 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 76 A7 66 54 55 C1 00 2F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6D FC,,....(Q.665455...........!............v.fTU../....…
1,,792,0:38.255.225,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,793,0:38.256.173,233.035.458 ms,,,,,[234 SOF],,[Frames: 1041 - 1274] ,
0,,794,0:38.194.167,295.092.000 ms,64 B,,05,01,IN txn   [295 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 40 0B 04 39 07 D9 07 07 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@...@..9.........…
1,,795,0:38.194.167,294.045.645 ms,,,05,01,   [295 IN-NAK],,,
1,,796,0:38.489.209,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,797,0:38.489.212,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 40 0B 04 39 07 D9 07 07 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 53,,KABC<Q.665455...........!........@...@..9........…
1,,798,0:38.489.258,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,799,0:38.490.205,2.833 us,,,,,[1 SOF],,[Frame: 1275] ,
0,,800,0:38.490.209,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,801,0:38.490.209,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,802,0:38.490.212,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,803,0:38.490.258,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,804,0:38.491.205,58.010.895 ms,,,,,[59 SOF],,[Frames: 1276 - 1334] ,
0,,805,0:38.549.217,50.750 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 4C A7 66 54 55 C3 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............L.fTU........…
1,,806,0:38.549.217,2.812 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,807,0:38.549.220,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 4C A7 66 54 55 C3 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C EB,,K...(Q.665455...........!............L.fTU.......…
1,,808,0:38.549.266,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,809,0:38.550.214,207.031.729 ms,,,,,[208 SOF],,[Frames: 1335 - 1542] ,
0,,810,0:38.491.209,266.087.875 ms,64 B,,05,01,IN txn   [266 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 12 02 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,811,0:38.491.209,265.041.541 ms,,,05,01,   [266 IN-NAK],,,
1,,812,0:38.757.246,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,813,0:38.757.249,45.520 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 12 02 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7 03,,KABC<Q.665455...........!........@...............…
1,,814,0:38.757.295,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,815,0:38.758.243,2.833 us,,,,,[1 SOF],,[Frame: 1543] ,
0,,816,0:38.758.246,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,817,0:38.758.246,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,818,0:38.758.249,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,819,0:38.758.295,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,820,0:38.759.243,62.011.458 ms,,,,,[63 SOF],,[Frames: 1544 - 1606] ,
0,,821,0:38.821.255,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 C2 A7 66 54 55 C5 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU..w.....…
1,,822,0:38.821.255,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,823,0:38.821.258,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 C2 A7 66 54 55 C5 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8E 13,,....(Q.665455...........!..............fTU..w....…
1,,824,0:38.821.304,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,825,0:38.822.252,206.031.562 ms,,,,,[207 SOF],,[Frames: 1607 - 1813] ,
0,,826,0:38.759.246,269.088.250 ms,64 B,,05,01,IN txn   [269 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,827,0:38.759.246,268.042.041 ms,,,05,01,   [269 IN-NAK],,,
1,,828,0:39.028.284,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,829,0:39.028.287,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D9 39,,KABC<Q.665455...........!........@...............…
1,,830,0:39.028.333,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,831,0:39.029.280,2.833 us,,,,,[1 SOF],,[Frame: 1814] ,
0,,832,0:39.029.284,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
